molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	binary_status
26.5446315	-0.868534483	6.862819481	87.38	3737.2351	1
91.5969697	-0.408024691	5.82084713	99.56	162.8366	1
34.5545511	0.297087379	9.195141792	95.95	318.7638	1
19.708439	-0.168604651	9.295454597	99.74	172.1463	1
20.02132	0.314444444	6.588628197	99.98	212.0073	1
92.1025941	-0.093162393	6.66888485	99.81	70.1868	1
49.5466952	-0.062414579	7.116207695	99.96	59.403	1
60.4197869	-0.310898662	7.883854866	99.12	18.7111	1
29.5734518	-0.22080292	8.591911125	99.98	418.0733	1
12.0009143	-0.844736842	7.064541054	22.58	1112.4562	1
18.1004642	-1.316568047	6.983261299	83.1	9965.4835	1
25.328548	-0.012554113	6.885611916	5.53	36.2626	1
27.4747616	-0.138431373	6.543213844	97.3	124.9254	1
37.7537867	-0.45393586	5.870979118	100	160.8975	1
14.2714638	-0.341044776	10.28285236	100	4719.9103	1
70.2932415	0.133807267	9.271536827	96.56	780.8056	1
36.9748582	-0.343072289	6.118285561	100	1141.6754	1
50.3126577	-0.395154185	8.260027885	84.29	53.2613	1
119.9571322	-0.154390935	7.006622124	100	116.1618	1
35.7040504	-0.454193548	5.244783974	85.46	96.4762	1
35.7342854	-0.335987261	5.507152748	80.22	95.3738	1
36.419065	-0.422397476	5.722174644	99.08	393.2395	1
41.330614	-0.033333333	5.296791649	99.93	2132.4085	1
35.4423169	-0.70625	8.517772484	97	269.4906	1
35.8143523	-0.651735016	6.015179634	92.86	1217.4336	1
46.4506742	-0.257073171	6.532528114	97.8	73.9841	1
36.6962089	-0.6825	9.69025898	99.93	901.4492	1
16.7721633	-0.106040268	4.885391045	6.56	169.1618	1
65.0367856	-0.78125	8.006989479	99.98	378.1109	1
32.2445667	-0.29137931	6.163699913	99.95	124.3673	1
60.5513969	-0.536832413	7.676640129	99.95	41.753	1
7.9381498	-0.391666667	7.556141472	99.91	109.0855	1
62.1742159	-0.505	8.761720848	99.96	96.7273	1
77.5058396	-0.673342939	9.623856544	99.98	135.246	1
30.3779079	-0.259191176	8.493790245	98.73	884.4629	1
89.0703404	-0.385894207	5.445482445	99.88	89.8788	1
48.1661347	-0.186288416	9.226795769	86.14	76.8833	1
34.5547375	0.124375	9.107787132	99.95	52.2284	1
18.606479	-0.175	8.98104229	47.91	2735.6235	1
90.6146505	-0.412239902	7.208684731	99.14	90.4457	1
20.1193834	-1.201724138	9.68664875	94.2	1538.9092	1
75.4462617	-0.697941176	6.585331535	100	56.0207	1
40.4259711	-0.953351955	9.617280769	97.81	618.8522	1
63.4159666	0.472136752	5.15333004	100	801.0233	1
43.0436953	-0.817902813	6.297385216	99.7	372.4031	1
35.8040382	0.165395894	8.539691734	100	1644.5155	1
66.2034455	0.116440678	9.482606316	97.88	102.8249	1
46.9900351	0.069634703	7.986939812	100	290.032	1
38.7762994	-0.243768116	8.926308632	99.96	139.75	1
76.1142442	-0.388412017	9.033970833	99.96	424.9548	1
110.2846272	-0.39089969	5.720867348	100	1186.5539	1
42.1774545	-0.489182058	9.611414146	100	270.6773	1
36.6802436	-0.271384615	5.693698311	99.65	56.5403	1
104.0613095	-0.222516556	7.596610832	99.74	39.1611	1
52.2789884	-0.386975717	9.388224602	100	510.6704	1
122.8757978	-0.113165014	9.30531826	100	93.483	1
12.7061856	-0.625438596	5.395066261	100	211.2655	1
114.9436352	-0.196146435	5.628674507	99.91	261.0416	1
114.8499015	-0.189371981	6.61767292	99.89	205.103	1
36.5100638	-0.520382166	8.963958168	99.98	80.8539	1
100.4138142	-0.259137344	8.71975193	99.01	1503.8481	1
75.2246591	-0.3988006	6.036323738	100	1985.7178	1
69.3510846	-0.507154472	9.238206673	100	351.1884	1
30.7285443	0.054006969	8.632139397	99.56	585.1154	1
18.7816345	0.030357143	9.514002419	99.81	80.8151	1
17.6036896	-0.577707006	5.359598732	82.07	53392.7255	1
66.4459485	-0.54318555	9.344257164	100	147.1153	1
32.3316122	-0.222108844	6.501607704	100	1162.7117	1
84.9004478	-0.516511318	5.681762123	100	176.9921	1
80.4984091	-0.093026499	8.714078712	99.26	43.8173	1
11.4362606	-0.364864865	10.58282375	85.72	215.3779	1
56.9181592	-1.012810707	6.143465233	99.98	272.4538	1
34.6816717	-0.528980892	8.096278191	99.96	57.2227	1
22.6071965	-0.593069307	9.154849052	99.96	527.3561	1
25.5907777	-0.420535714	5.358973503	99.14	1118.2074	1
60.0303077	-0.177083333	7.070168114	100	55.8339	1
58.8283413	-1.154545455	5.84727726	99.98	198.3563	1
78.0843465	-0.201112656	6.096345711	99.93	175.7396	1
47.8027325	-0.4	6.329953957	100	629.6961	1
30.6061758	-0.266176471	9.516065407	100	87.8793	1
63.9421604	-0.288632327	7.896168327	100	73.0643	1
66.9307334	-0.337729549	4.825766945	100	540.2871	1
64.0196414	-0.913028169	9.737578773	99.96	151.5549	1
64.1720096	-0.271720613	9.077615929	92.31	1157.4659	1
64.1484292	-0.210750853	8.533244896	99.96	1104.6562	1
25.9469357	-0.200421941	4.699925423	99.98	282.3859	1
50.5488626	-0.918325792	8.467809486	93.27	77.5707	1
39.8005275	-0.734636872	5.188797569	100	1538.0611	1
43.4571793	-0.211948052	9.322337914	99.14	255.7866	1
42.0133343	-0.166223404	8.529247856	51.82	129.2529	1
43.1935242	-0.163171355	6.651321602	94.02	1626.0441	1
43.1427424	-0.175388601	8.327075005	98.34	3849.8209	1
41.8003242	-0.217741935	8.059273338	89.81	415.7986	1
46.0822872	-0.063788969	6.258052635	100	700.1023	1
37.0078208	-0.381231672	5.561718178	89	6445.4479	1
17.3626532	-0.503870968	7.879019737	99.79	8197.0189	1
41.7311382	-0.937336815	8.726650047	100	297.373	1
13.0996032	-0.485365854	7.791987419	51.75	2266.8294	1
47.2334259	-0.512206573	6.669907951	100	377.9802	1
70.7703183	-0.35096463	5.193003654	99.96	224.7753	1
54.2076682	0.047637795	5.446903419	100	2295.244	1
70.8006471	0.42826087	5.516815376	100	94.0995	1
79.7137535	-0.332167832	6.658824348	100	1525.4974	1
20.5968279	-0.742076503	4.674291039	99.98	134.3931	1
42.6964566	-0.206266319	7.996158791	99.95	73.3384	1
33.773353	-0.628246753	9.175607872	99.81	100.1622	1
65.3887117	-0.737478705	4.992930412	100	81.3588	1
41.990172	-0.834324324	6.925512886	99.86	68.5567	1
41.7694987	-1.046994536	9.352315712	99.59	201.7453	1
58.4667703	-0.394805195	7.950063896	99.96	116.4102	1
25.4408639	-0.493886463	4.341385078	13.41	54.2736	1
16.5109553	-0.136986301	5.920201683	99.95	169.8194	1
46.7620083	-0.22184466	5.452303123	100	466.6768	1
140.1007092	-0.0825	6.944042397	85.32	111.609	1
12.5901343	-0.518584071	8.547299004	99.96	248.6215	1
49.3683447	-0.083259912	9.095538139	99.91	108.5394	1
38.9542	-0.336676218	9.570863533	100	544.9813	1
47.2335496	-0.304086538	7.581662178	99.98	157.7326	1
80.0530264	-0.214730878	5.794758034	99.96	109.7912	1
56.4844292	-0.211111111	8.83063755	99.98	153.5802	1
57.334452	0.443761996	4.998727989	100	97.795	1
58.3385602	-0.68776699	4.72368412	100	144.7166	1
62.1523368	-0.289107143	8.190659904	99.35	158.6037	1
30.1224716	-0.85648855	5.059375191	99.96	77.2789	1
20.3635063	-0.173770492	9.467907524	84.52	294.4684	1
10.7955786	-1.868367347	6.666668129	99.98	13313.486	1
73.4816941	-0.634379906	5.367385674	99.96	60.1897	1
8.7252752	-0.034615385	8.437187004	3.37	727.9877	1
61.938262	-0.425046729	4.894201088	99.4	58.7874	1
37.3982295	-1.143491124	9.61566906	100	308.9639	1
107.7766323	-0.559134108	6.366842461	100	71.9285	1
21.8743997	-0.345641026	6.290166664	99.98	1172.2707	1
68.8354039	-0.449346405	9.497305107	99.91	84.214	1
42.8430298	-0.226342711	9.222605324	100	226.6587	1
14.0018062	-0.037007874	4.612848091	96.21	100.2011	1
26.3828993	0.014225941	9.830928993	73.03	263.0198	1
173.6080448	-0.417527796	9.106046486	78.53	54.7398	1
78.202567	-0.160653409	7.967212486	99.98	1209.7441	1
11.6750364	-1.293137255	10.37052937	96.12	4602.4098	1
63.2872755	-0.62027972	9.48879528	100	152.8271	1
22.3167041	-0.388541667	9.575311852	6.98	154.579	1
34.6250407	-0.464882943	7.174524498	99.95	48.1431	1
31.0010907	-0.227338129	6.76556797	99.42	62.1689	1
100.512337	-0.407335491	5.461397362	100	377.2213	1
50.7389384	0.65212766	5.197380257	99.86	75.7217	1
21.6799785	-0.970899471	10.12645206	99.93	170.3444	1
31.1382025	-0.270526316	8.812779808	99.58	1182.7512	1
42.4077269	-0.089528796	5.469525337	96.19	236.9862	1
51.8735733	-0.412663755	9.147886467	97.27	186.8285	1
24.3119217	-0.710138249	4.969171715	99.98	211.1972	1
39.3944777	-0.374212034	6.038824654	95.06	77.4504	1
22.29785	-0.319902913	4.911423302	99.88	178.0201	1
21.5686507	0.1785	6.088104057	33.81	3020.4573	1
36.7644055	-0.27641791	8.779900932	50.27	20300.9728	1
38.3936424	-0.209798271	8.259318733	65.29	360.5246	1
98.179481	-0.587078652	4.489166451	100	130.1082	1
43.2233543	-0.441919192	6.040472984	89.05	84.6944	1
64.7079219	-0.37432675	9.170385933	52.32	130.197	1
71.8478165	-0.592165899	5.45588398	99.96	34.3566	1
36.5163008	-0.285074627	9.703668404	52.99	2549.7	1
52.4186474	-0.233615222	5.626116753	100	220.7559	1
24.9033121	-0.166063348	8.576889992	99.98	245.3233	1
98.0439931	-0.43806752	5.343001747	100	1346.3554	1
94.8622462	-0.994935218	6.595562553	99.93	46.3206	1
103.7952446	-0.90579235	8.445503426	99.35	42.5178	1
25.8422014	-0.445652174	6.235885429	5.31	54.3283	1
28.585174	-1.188114754	5.596276283	99.96	149.0238	1
80.8995609	-0.171172414	5.605541039	100	115.143	1
50.9021066	-0.923736264	8.523574638	99.84	464.4883	1
67.0666854	-0.431481481	5.50141201	99.75	140.82	1
73.6218917	0.17833595	8.284783745	100	107.6304	1
26.3015604	-0.451476793	9.553714943	99.89	97.7927	1
55.5754632	-0.494610778	9.102952003	100	66.8008	1
20.82794	-0.528723404	9.783544731	99.98	75.0004	1
33.1009463	-1.093286219	6.53895092	99.96	131.617	1
86.7690531	-0.366666667	7.531587029	99.96	119.1683	1
21.0714073	0.562962963	7.021343422	99.96	178.2827	1
75.3470474	-0.359911243	7.038792992	98.33	166.5047	1
20.617716	0.105882353	9.431934166	99.96	2729.4628	1
35.0262736	0.325080386	6.803479576	62.77	677.5215	1
101.0442184	-0.69954597	5.243647194	100	67.0391	1
25.3076059	-0.266519824	6.239409447	97.09	4197.1229	1
19.136618	0.154285714	5.000262642	99.96	1110.7108	1
49.2092568	-0.365437788	9.610382652	100	93.7699	1
43.3003098	0.061025641	5.943789864	99.81	63.8345	1
40.8750557	-0.296952909	5.924691963	75.5	94.5237	1
22.490513	-0.756157635	4.379978752	99.96	63.4922	1
33.336688	-1.618118467	11.72984524	100	320.0344	1
81.1342207	-0.143878955	6.155060387	99.77	309.5128	1
217.2666864	-0.235082459	5.831873894	100	81.8703	1
23.4599629	-0.970731707	10.00853939	100	410.592	1
238.2615252	0.056113436	6.149547005	100	144.7865	1
47.3095495	-0.570853081	8.428741646	99.95	500.5653	1
39.3160288	-0.328813559	6.058320427	96.65	104.0891	1
82.5015529	-0.471724138	5.969935799	87.06	63.5837	1
75.0867697	-0.343226788	6.015236473	64.99	159.2224	1
34.4749656	-0.159485531	6.760225105	99.26	3437.8277	1
47.287275	-0.893430657	8.892720604	100	531.5369	1
37.4095748	-0.709552239	8.189048195	99.88	785.918	1
63.808375	-0.112333333	6.209796333	100	1213.7147	1
65.2399446	-0.797804054	6.637111855	99.98	220.6361	1
38.7341011	-0.021590909	6.269761467	99.95	747.2582	1
22.3961028	-0.05	9.752406502	100	133.3777	1
38.9628377	-0.776923077	4.229980659	100	709.7675	1
28.7188611	0.290769231	5.401830101	100	100.7828	1
192.5678862	-0.443226872	5.375172615	99.96	105.097	1
96.7138977	-0.562747381	8.333328438	98.98	93.4339	1
61.6614396	-0.257923497	9.048347282	25.89	4655.0431	1
62.2121282	-0.382342342	9.048991966	19.8	2833.2705	1
50.0088194	-0.228314607	6.108679771	82.39	129.8942	1
66.2589229	0.122899506	6.871800041	100	70.1067	1
127.4225624	-0.055574614	6.97030201	99.68	208.8153	1
83.5475757	0.036363636	6.281868172	100	133.0227	1
54.1820707	-0.176519916	7.4746912	99.84	70.8515	1
17.0851011	0.019375	9.569638634	98.25	24750.4908	1
50.3068171	-0.576404494	4.805191231	100	637.6493	1
72.032801	-0.5904	8.900714684	100	170.3486	1
48.0956364	0.563492063	4.863849068	99.98	88.7837	1
83.475591	-0.191114058	5.764008141	98.96	507.301	1
67.5131192	-0.644670051	8.980010796	99.98	29.7369	1
37.6687028	-0.141641337	5.45980587	99.26	189.442	1
17.6717952	-0.479375	9.220284462	100	429.16	1
52.4424863	-0.211802575	6.147671318	99.96	484.3931	1
61.8760935	-0.681565217	5.920997429	99.91	129.3217	1
56.8823879	-0.696957404	4.930975914	100	78.2056	1
37.0000274	-0.451076923	8.320434761	100	380.1276	1
82.3464072	0.030041152	6.192346764	99.96	1270.5344	1
404.9948535	-0.223825048	4.963430977	99.98	374.7312	1
29.0148253	-0.466153846	9.566544151	98.06	23.6117	1
78.009152	-0.357764877	6.674227715	99.96	47.6846	1
45.4374691	-0.13847981	8.509842873	99.96	70.5955	1
44.9935089	-0.295477387	8.902906609	99.96	300.9972	1
42.6392109	-0.475265957	9.277661324	99.98	102.2825	1
35.4609802	0.637730061	5.673463631	99.79	403.3039	1
44.9705396	-0.618069307	8.067331886	99.88	64.539	1
34.2507748	-0.085031847	6.453749275	99.95	2221.8722	1
72.9279341	-0.027871363	5.470036888	99.96	65.4375	1
45.3235011	-0.302729529	9.350832939	99.93	1184.2583	1
43.1336206	-0.67839196	9.711275673	99.65	399.2565	1
49.5308173	-0.723809524	5.246489143	11.25	20.6912	1
45.6279214	-0.010451306	5.727915382	99.98	123.0101	1
93.8901409	-0.227995255	5.894794655	100	3510.8296	1
34.597016	-0.768064516	8.614281654	99.65	89.4877	1
30.7037521	-0.820955882	4.86765728	99.98	85.1481	1
18.8157281	0.122352941	5.347548866	16.85	3602.2302	1
58.6725714	-0.569731801	8.782221794	100	1563.6869	1
114.7644628	-0.094269341	6.476143837	99.67	167.9828	1
113.7530819	-0.121684414	6.369343376	100	288.2951	1
111.7894613	-0.10256917	8.428354836	100	116.8523	1
23.1237775	-0.720603015	5.651694298	1.78	0.3494	1
42.5866571	0.046529563	8.215544701	99.91	46.155	1
49.9380661	0.185564854	8.272986031	99.98	904.2779	1
15.987537	-0.514935065	9.339035225	100	1011.8544	1
39.8053147	-1.048901099	7.536134148	99.86	258.0947	1
14.5179087	-0.751094891	9.09592495	100	3028.8112	1
86.0201254	-0.324202128	5.537732124	99.89	182.5505	1
14.3782066	-0.301574803	5.250865746	99.82	48.4944	1
22.6203734	-0.5595	7.619175911	100	4683.9627	1
79.195151	-1.073265896	8.667468071	99.95	97.2542	1
67.2925355	-0.246349745	7.524538994	99.91	59.4713	1
21.9861139	-0.124352332	6.521842384	100	672.6093	1
48.5267256	-1.009411765	4.457905006	100	1242.9497	1
35.8934703	-0.217080745	6.867423439	99.84	237.6085	1
53.426715	-0.346887967	6.909313774	99.91	24.4456	1
52.8295428	-0.40472103	6.392533684	16.04	466.0224	1
68.3559185	-0.366612642	5.21687603	26.51	52.7087	1
10.3764045	0.184042553	8.913414955	5.69	2044.0576	1
20.4198148	-0.77704918	5.319868279	100	77.5109	1
30.1101183	-0.421851852	4.830484581	99.89	85.7404	1
36.3512872	-0.083024691	5.078188896	96.21	747.0213	1
53.6404012	-0.695798319	8.846561241	99.89	75.7032	1
27.6510428	-0.340650407	6.086228371	100	361.8919	1
55.7622471	-1.102390438	8.607190132	99.96	157.5219	1
114.4010555	-0.215165877	5.426725578	99.95	103.3904	1
113.9768697	-0.102284012	5.961296272	96.49	342.0767	1
125.0079515	-0.207025547	6.567143059	96.55	51.0817	1
43.9090823	-0.28772846	9.422650719	89.49	264.64	1
9.3508017	0.391666667	7.52982502	5.98	158.9439	1
19.5922956	-0.270056497	8.607770348	84.91	6.2467	1
70.4357506	-0.258928571	6.14698925	100	68.7623	1
68.2771664	-0.060065466	7.50453167	99.54	19.2686	1
46.3120596	0.00626506	5.397567177	100	49.5593	1
38.5148254	-0.302985075	5.562684441	94.13	1239.5307	1
61.7611019	0.099065421	5.487486458	100	78.9554	1
57.3854723	-0.17611336	5.873309517	53.87	127.7286	1
60.7481628	-2.354022989	8.221669197	99.74	5030.2025	1
41.5752757	-0.080697051	9.467327309	99.63	48.2623	1
31.182551	-0.195	8.890335274	63.25	494.6254	1
79.7044356	-0.159375	7.18845005	99.35	53.4261	1
24.0461006	-0.153424658	5.978973198	100	534.8736	1
47.4423653	-0.038248848	6.678547478	92.76	49.8574	1
54.9422268	-0.365853659	9.077293587	99.88	182.8272	1
11.2690781	0.024271845	9.614959908	99.91	235.6641	1
49.9140382	-0.232207207	9.406211281	92.74	386.11	1
62.7910848	0.401313321	9.379650307	99.98	47.0434	1
33.6846937	-0.229351536	8.618020821	99.96	311.3952	1
23.8883678	-0.005660377	6.600507545	100	102.7586	1
18.7085778	-0.675	10.52467327	100	3754.6055	1
40.8788297	0.562707182	8.637103462	100	379.9351	1
77.5867952	-0.656358382	8.899747658	99.93	39.9032	1
46.3997972	-0.349878935	5.545178032	100	960.7912	1
57.6957698	-0.142253521	9.211516762	44.07	1030.7821	1
61.7230913	0.006271777	6.515078545	99.35	118.3173	1
40.8960832	-0.2875	5.359428215	99.05	117.3303	1
71.4663666	-0.68248062	8.36117878	99.95	312.9742	1
47.8344185	-0.386666667	7.573534203	99.98	111.2036	1
44.82806	0.421827411	8.148497581	96.28	62.4024	1
44.1812575	0.434871795	6.901356316	99.17	2967.4286	1
64.8489486	-1.065384615	6.424988747	100	100.996	1
67.1146473	0.688661417	5.57905407	100	558.9991	1
39.7139144	-0.488338192	5.94060688	54.05	51.7687	1
159.3368454	-0.360691602	7.372096825	32.29	7.9335	1
8.4499026	0.775949367	7.485206413	9.48	1429.1932	1
163.597727	-0.440575737	5.849096107	99.98	31.4271	1
31.2302996	-0.68556338	9.607997322	98.27	1348.543	1
44.5556188	-0.016788321	6.036096382	99.98	266.5769	1
42.4708886	-0.716209476	6.007279015	100	179.4043	1
42.1004782	-0.825935829	9.357537651	100	158.8505	1
20.5625532	0.018378378	9.458366203	97.39	122.7912	1
33.0714666	-0.39862069	8.979881859	99.91	679.1356	1
105.6876483	-0.002896996	5.41933651	91.93	57.016	1
74.1884654	-0.282448378	8.582692146	100	207.4122	1
31.5603259	-0.661209964	8.840501213	99.89	181.6788	1
108.0309881	-0.8625132	5.280763054	78.11	34.9044	1
86.2804923	-0.233093525	9.891077995	99.96	19.7377	1
292.7663452	-0.163056836	6.316710472	100	94.0092	1
293.3513288	-0.395205217	8.65992527	99.98	87.3151	1
45.0349187	-0.328282828	5.627594566	95.21	2430.9218	1
35.4767799	-0.371383648	6.389407539	98.98	323.4401	1
59.5147	-0.198895028	7.95309391	99.98	1463.6367	1
57.6657507	-0.076435644	4.960589027	25.28	79.4673	1
90.8982358	-0.298488665	9.34161396	100	95.5464	1
52.8948147	0.422268041	8.98781147	99.98	1270.7047	1
102.4576136	-0.337622683	5.78373127	97.96	994.6703	1
104.5338271	-0.28	6.675989723	86.48	66.2703	1
20.0023345	-0.723463687	10.15926647	97.23	436.393	1
40.402006	-0.151111111	8.926759911	34.71	750.2251	1
58.1739116	0.0826742	8.658506966	100	129.9036	1
40.3400313	-0.453333333	8.315341759	99.79	86.3753	1
84.8471853	0.265683646	8.492049599	99.98	174.1222	1
131.6530109	-0.283831283	6.111123848	99.37	323.0779	1
117.0459031	-0.276302852	6.189504814	45.27	3.702	1
121.0438441	-0.311916111	6.853043175	90.48	21.5157	1
67.0455145	-0.259128978	5.383130074	14.38	63.5484	1
42.6101865	-0.081889764	8.669531059	99.7	43.0653	1
42.9892188	-0.246907216	5.640553856	99.98	57.6399	1
93.147604	-0.517861482	5.848129845	99.79	72.2249	1
37.7287189	0.002071006	9.175092125	99.59	133.7068	1
43.1242389	-0.232712766	6.192630959	99.98	216.3841	1
37.57334	-0.702777778	8.2255373	100	68.368	1
100.226975	-0.556521739	9.104370308	100	123.1593	1
29.1782955	-0.690151515	5.575530052	99.81	683.9103	1
55.3381345	-0.467682927	8.170287895	99.98	70.5274	1
103.370396	-0.532597793	9.095731544	99.17	278.3605	1
26.5344705	-0.044206009	5.462477303	53.9	250.0012	1
26.506143	-0.237606838	5.454576683	98.63	163.6664	1
33.5783537	-0.564	6.462786674	99.95	201.4275	1
71.958899	-0.127429467	6.899025917	99.31	33.7479	1
36.6118967	-0.651359517	8.550135612	59.86	73.6176	1
14.5315921	-0.145736434	7.798950005	68.39	280.3905	1
66.0410429	0.237225042	9.104757118	98.82	712.5106	1
73.6667426	-0.568571429	5.837557793	100	215.203	1
111.885843	-0.265587045	5.83488636	100	106.4285	1
103.6288486	-0.209381898	6.98320446	78.64	26.7437	1
44.4255685	-0.536997319	6.185469246	40.05	25.5432	1
137.7511742	-0.045342127	7.839307213	100	149.5771	1
34.9602574	-0.305882353	4.791493034	100	213.003	1
32.2220378	0.106060606	9.314988518	99.81	42.217	1
17.623724	-0.678064516	6.85389576	99.29	13719.4467	1
165.0801197	0.046834581	8.08273983	99.82	7057.9046	1
133.0256507	-0.720051414	5.582464409	100	106.2401	1
43.0586953	-0.330077121	7.154630852	99.95	513.432	1
98.5809897	-0.657265877	8.623113823	100	483.2262	1
25.2497311	-0.15021645	4.672415352	69.56	213.0286	1
36.7299397	-0.206134969	6.042007637	99.98	244.12	1
39.7595817	-0.236388889	6.717652702	99.95	207.3299	1
64.7466025	-0.30757315	5.795724297	99.91	154.9374	1
28.4977747	-0.263565891	5.353403282	99.81	382.6668	1
19.6031617	-0.847398844	9.70702076	99.89	338.8317	1
58.5076876	0.450371747	9.512132835	98.04	302.7737	1
43.5185796	-0.653367876	5.90013752	97.99	197.5778	1
94.6687544	-0.098607889	5.974028206	100	100.7682	1
32.6983811	0.051324503	4.9609869	99.89	75.5081	1
67.1242659	-0.466389351	5.41819973	64.76	236.167	1
66.3475769	-0.476421405	5.757755852	82.25	147.4571	1
97.3232264	-0.216260163	6.162619972	100	335.4826	1
92.0870298	0.375695284	7.489526176	99.67	288.3548	1
52.644335	-0.392783505	5.590080833	100	215.9984	1
101.4961576	-1.071968854	5.540062523	100	1370.6948	1
67.1906278	-0.878253425	5.756505394	100	103.5558	1
50.7590653	-0.070742358	9.014372444	99.86	61.2025	1
21.3187108	-0.539428571	9.867289162	9.15	1081.214	1
37.4230429	-0.707033639	9.272310448	91.54	127.8254	1
67.7615934	-0.492948718	6.442893028	99.22	399.4752	1
46.184909	-0.045073892	5.157877159	15.25	1120.1951	1
65.1689737	-0.42716263	4.895110512	100	640.2501	1
19.4903295	0.002298851	7.682153511	99.96	118.943	1
42.4207645	-0.142036554	6.204282951	99.98	194.2385	1
38.5106465	-0.228143713	4.701516914	68.66	587.3345	1
93.32646	-0.264004914	6.337343025	100	201.352	1
32.8822041	-0.065448505	4.569991493	93.81	70.3336	1
37.0557346	-0.299406528	6.76670475	99.93	247.0144	1
80.9769682	-0.362446657	8.235336494	99.95	153.8463	1
59.6303737	-0.248888889	6.435276604	92.35	236.2572	1
42.0362134	0.437434555	9.701669884	99.42	117.0894	1
43.3671217	-0.337402597	5.696653938	99.96	58.0126	1
72.3728968	-0.227760736	8.876474571	98.91	94.9131	1
38.7752907	-1.773235294	5.086942101	100	885.7282	1
34.3972125	-1.534931507	8.55580883	99.95	147.0456	1
13.7092773	-0.396694215	5.456850243	99.93	180.6493	1
28.2850881	-0.395669291	9.110623741	99.96	32.5124	1
38.2684658	-0.255202312	5.981360435	95.96	665.5762	1
38.1601326	-0.313043478	5.978404808	99.91	140.7858	1
37.9241204	-0.233043478	5.923498344	100	1558.4063	1
37.8569384	-0.183188406	5.911505318	99.63	1169.8977	1
36.3511563	-0.225454545	5.425702477	57.08	806.3959	1
17.9408488	0.12392638	10.10865879	45.32	137.1351	1
55.9047293	-0.46191446	8.922504997	99.96	235.2473	1
49.0316348	-0.227570093	6.008813667	100	249.6259	1
61.3935837	-0.541404806	8.709694862	99.96	271.6464	1
70.1700937	-0.199841772	6.455056572	99.96	132.5155	1
46.7591955	-0.116312057	5.17526989	99.89	1513.9672	1
41.7793101	-0.256	5.478562737	99.96	99.4364	1
87.801785	-0.532989691	6.212467766	99.91	81.9084	1
16.7736419	-0.654421769	4.730106926	99.7	790.763	1
87.4024331	-0.508452536	8.802142525	99.93	92.7728	1
66.3148045	-1.018675722	9.193530083	100	207.5424	1
41.0393358	-0.438504155	5.616226768	100	277.5625	1
15.5391291	-0.033783784	4.34297657	100	15767.2775	1
45.0884672	0.427764706	6.194051933	99.95	404.7199	1
19.6149408	-0.129378531	4.578403664	77.82	151.0617	1
47.0080869	-0.134027778	6.374515724	99.89	56.5465	1
71.7280851	-0.095024077	6.107429314	100	141.1933	1
50.5309686	-0.558863636	4.929782295	99.93	91.1808	1
77.3638736	-0.113131313	5.694607735	99.98	264.5143	1
92.9326316	-0.317261905	6.020067787	100	84.6136	1
71.3192463	-1.04525661	9.099728584	100	169.3635	1
49.9645772	-0.115632184	10.07281437	65.63	68.6496	1
14.4860606	-0.844	5.826303673	5.13	100.9815	1
89.7562729	-0.885891089	5.917075539	100	265.3302	1
36.3122228	-0.676780186	7.78915081	31.94	630.0404	1
101.8942321	-0.349144812	6.115614128	61.5	578.3896	1
52.8239799	-0.293952484	6.01932888	58.43	44.216	1
141.1270777	-0.46484375	5.040334129	100	140.4469	1
27.7851904	-0.517283951	4.664230537	100	113.3263	1
27.8514986	-0.9812749	8.558387566	99.68	165.5285	1
101.6717633	-0.184139483	5.678124428	99.63	121.6684	1
129.1737355	-0.451143099	8.76803875	100	78.1152	1
49.1194359	-0.612235294	9.514260292	99.96	339.446	1
32.6125781	0.185467128	8.870607948	100	489.1075	1
15.0541407	-0.420979021	9.435286522	95.05	1464.5294	1
38.8768002	-0.42877907	5.290027809	99.82	448.7953	1
34.4678588	-0.570627063	6.060707664	69.31	283.5219	1
87.1314488	-0.143832021	7.762921715	97.25	96.4443	1
105.0607295	-0.112648649	5.491976738	99.72	99.3119	1
63.0201197	0.038394415	6.034732246	99.95	134.9251	1
90.9330696	-0.223264312	6.033538628	99.86	444.1675	1
90.8564382	-0.162653563	5.264961815	99.81	99.583	1
89.895943	-0.133167702	8.209484673	99.93	236.1955	1
29.1810704	-0.013553114	8.61486187	99.93	13778.8052	1
89.3969329	-0.127680798	7.491345024	90.38	107.624	1
67.2252577	-0.128816467	9.554939842	97.21	430.5991	1
9.4116179	-0.243678161	5.341864967	99.96	1100.4668	1
44.5455365	-0.677179487	10.1251627	99.91	311.9398	1
47.1224984	-0.327830189	9.418653679	70.28	755.5298	1
48.7722013	-0.677909739	9.505750465	97.14	501.1078	1
95.3812872	-0.322090261	6.206556511	83.91	156.4227	1
35.0234957	-0.766129032	8.381035042	100	688.0742	1
70.4677562	-0.112077295	9.857941246	99.96	138.7768	1
43.0407492	-0.663358779	6.074917412	99.38	567.3331	1
17.3840054	0.056410256	5.024930763	99.21	260.5884	1
57.6892665	0.171150097	5.782310295	100	143.516	1
65.400102	-0.392794376	6.465401268	85.83	1631.2403	1
128.9423444	-0.919726729	5.626003075	100	124.6323	1
37.9050515	-0.175588235	5.890304375	41.9	2748.6045	1
40.8791887	-0.697074468	5.4356493	100	1307.0674	1
50.0711216	0.559606987	5.280308342	99.96	768.4288	1
